Année;Perimètre juridique;Perimètre spatial;Spatial perimeter;Indicateur;Indicator;Type de contrat;Type of contract;Collège;Employee category;Plage M3E;M3E classification;Genre;Gender;Valeur;Unité;Unit;Chapitre du bilan social
2021;EDF SA;France;France;Promotions dans un collège supérieur;Promotions to a Higher Employee Category;Statutaire;Statutory;Maîtrise vers Cadre;Supervisor to Manager;;;Homme;Male;383.0;nombre;number;§1.5.1
2021;EDF SA;France;France;Promotions dans un collège supérieur;Promotions to a Higher Employee Category;Statutaire;Statutory;Exécution vers Maîtrise;Operative to Supervisor;;;Homme;Male;235.0;nombre;number;§1.5.1
2021;EDF SA;France;France;Promotions dans un collège supérieur;Promotions to a Higher Employee Category;Statutaire;Statutory;Exécution vers Maîtrise;Operative to Supervisor;;;Femme;Female;97.0;nombre;number;§1.5.1
2021;EDF SA;France;France;Promotions dans un collège supérieur;Promotions to a Higher Employee Category;Non statutaire CDI;Permanent non-staturory;Maîtrise vers Cadre;Supervisor to Manager;;;Femme;Female;0.0;nombre;number;§1.5.1
2021;EDF SA;France;France;Promotions dans un collège supérieur;Promotions to a Higher Employee Category;Non statutaire CDI;Permanent non-staturory;Exécution vers Maîtrise;Operative to Supervisor;;;Femme;Female;0.0;nombre;number;§1.5.1
2021;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Statutaire;Statutory;Cadre;Managers;;;Homme;Male;1678.0;M€;M€;§2.1.1
2021;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDI;Permanent non-statutory;Maitrise;Supervisors;;;Femme;Female;0.0;M€;M€;§2.1.1
2021;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDI;Permanent non-statutory;Execution;Operatives;;;Femme;Female;0.0;M€;M€;§2.1.1
2021;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDD;Fixed-term non-statutory;Execution;Operatives;;;Homme;Male;12.0;M€;M€;§2.1.1
2021;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDD;Fixed-term non-statutory;Execution;Operatives;;;Femme;Female;8.0;M€;M€;§2.1.1
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;Cadre;Managers;;;Femme;Female;6303.0;€;€;§2.1.2
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;Maitrise;Supervisors;;;Homme;Male;4291.0;€;€;§2.1.2
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;Maitrise;Supervisors;;;Femme;Female;3697.0;€;€;§2.1.2
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;Execution;Operatives;;;Femme;Female;2829.0;€;€;§2.1.2
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDI;Permanent non-statutory;Execution;Operatives;;;Femme;Female;2955.0;€;€;§2.1.2
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDD;Fixed-term non-statutory;Maitrise;Supervisors;;;Femme;Female;1406.0;€;€;§2.1.2
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;H;H;Homme;Male;3437.0;€;€;§2.1.2.bis
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;H;H;Femme;Female;2870.0;€;€;§2.1.2.bis
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDI;Permanent non-statutory;;;sans plage;No classification;Femme;Female;8562.0;€;€;§2.1.2.bis
2021;EDF SA;France;France;Promotions dans un collège supérieur;Promotions to a Higher Employee Category;Statutaire;Statutory;Maîtrise vers Cadre;Supervisor to Manager;;;Femme;Female;127.0;nombre;number;§1.5.1
2021;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Statutaire;Statutory;Cadre;Managers;;;Femme;Female;647.0;M€;M€;§2.1.1
2021;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Statutaire;Statutory;Maitrise;Supervisors;;;Homme;Male;1026.0;M€;M€;§2.1.1
2021;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Statutaire;Statutory;Execution;Operatives;;;Femme;Female;36.0;M€;M€;§2.1.1
2021;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDI;Permanent non-statutory;Maitrise;Supervisors;;;Homme;Male;0.0;M€;M€;§2.1.1
2021;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDI;Permanent non-statutory;Execution;Operatives;;;Homme;Male;0.0;M€;M€;§2.1.1
2021;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDD;Fixed-term non-statutory;Maitrise;Supervisors;;;Femme;Female;15.0;M€;M€;§2.1.1
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDI;Permanent non-statutory;Maitrise;Supervisors;;;Homme;Male;3450.0;€;€;§2.1.2
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDI;Permanent non-statutory;Execution;Operatives;;;Homme;Male;3949.0;€;€;§2.1.2
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDD;Fixed-term non-statutory;Cadre;Managers;;;Homme;Male;3238.0;€;€;§2.1.2
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;B;B;Homme;Male;7763.0;€;€;§2.1.2.bis
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;E;E;Homme;Male;5014.0;€;€;§2.1.2.bis
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;E;E;Femme;Female;4380.0;€;€;§2.1.2.bis
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;F;F;Homme;Male;4226.0;€;€;§2.1.2.bis
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDD;Fixed-term non-statutory;;;sans plage;No classification;Homme;Male;1360.0;€;€;§2.1.2.bis
2021;EDF SA;France;France;Promotions dans un collège supérieur;Promotions to a Higher Employee Category;Non statutaire CDI;Permanent non-staturory;Maîtrise vers Cadre;Supervisor to Manager;;;Homme;Male;0.0;nombre;number;§1.5.1
2021;EDF SA;France;France;Promotions dans un collège supérieur;Promotions to a Higher Employee Category;Non statutaire CDI;Permanent non-staturory;Exécution vers Maîtrise;Operative to Supervisor;;;Homme;Male;0.0;nombre;number;§1.5.1
2021;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Statutaire;Statutory;Maitrise;Supervisors;;;Femme;Female;314.0;M€;M€;§2.1.1
2021;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDI;Permanent non-statutory;Cadre;Managers;;;Homme;Male;48.0;M€;M€;§2.1.1
2021;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDD;Fixed-term non-statutory;Cadre;Managers;;;Femme;Female;3.0;M€;M€;§2.1.1
2021;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDD;Fixed-term non-statutory;Maitrise;Supervisors;;;Homme;Male;17.0;M€;M€;§2.1.1
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;Cadre;Managers;;;Homme;Male;6983.0;€;€;§2.1.2
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDI;Permanent non-statutory;Cadre;Managers;;;Homme;Male;11371.0;€;€;§2.1.2
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;A;A;Homme;Male;9867.0;€;€;§2.1.2.bis
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;A;A;Femme;Female;9020.0;€;€;§2.1.2.bis
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;D;D;Femme;Female;4722.0;€;€;§2.1.2.bis
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;G;G;Homme;Male;3997.0;€;€;§2.1.2.bis
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;sans plage;No classification;Homme;Male;7717.0;€;€;§2.1.2.bis
2021;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Statutaire;Statutory;Execution;Operatives;;;Homme;Male;86.0;M€;M€;§2.1.1
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDI;Permanent non-statutory;Maitrise;Supervisors;;;Femme;Female;3500.0;€;€;§2.1.2
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;C;C;Homme;Male;6183.0;€;€;§2.1.2.bis
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;C;C;Femme;Female;5616.0;€;€;§2.1.2.bis
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;F;F;Femme;Female;3824.0;€;€;§2.1.2.bis
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;I;I;Homme;Male;0.0;€;€;§2.1.2.bis
2021;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;I;I;Femme;Female;2986.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Promotions dans un collège supérieur;Promotions to a Higher Employee Category;Non statutaire CDI;Permanent non-staturory;Exécution vers Maîtrise;Operative to Supervisor;;;Homme;Male;0.0;nombre;number;§1.5.1
2020;EDF SA;France;France;Promotions dans un collège supérieur;Promotions to a Higher Employee Category;Non statutaire CDI;Permanent non-staturory;Exécution vers Maîtrise;Operative to Supervisor;;;Femme;Female;0.0;nombre;number;§1.5.1
2020;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Statutaire;Statutory;Maitrise;Supervisors;;;Femme;Female;319.0;M€;M€;§2.1.1
2020;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDI;Permanent non-statutory;Maitrise;Supervisors;;;Femme;Female;0.0;M€;M€;§2.1.1
2020;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDD;Fixed-term non-statutory;Maitrise;Supervisors;;;Homme;Male;16.0;M€;M€;§2.1.1
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;Cadre;Managers;;;Homme;Male;7019.0;€;€;§2.1.2
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;Maitrise;Supervisors;;;Homme;Male;4225.0;€;€;§2.1.2
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDI;Permanent non-statutory;Maitrise;Supervisors;;;Homme;Male;3357.0;€;€;§2.1.2
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDD;Fixed-term non-statutory;Cadre;Managers;;;Femme;Female;3296.0;€;€;§2.1.2
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;E;E;Femme;Female;4334.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;F;F;Homme;Male;4165.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;F;F;Femme;Female;3839.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDI;Permanent non-statutory;;;sans plage;No classification;Homme;Male;10888.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Promotions dans un collège supérieur;Promotions to a Higher Employee Category;Statutaire;Statutory;Maîtrise vers Cadre;Supervisor to Manager;;;Femme;Female;159.0;nombre;number;§1.5.1
2020;EDF SA;France;France;Promotions dans un collège supérieur;Promotions to a Higher Employee Category;Non statutaire CDI;Permanent non-staturory;Maîtrise vers Cadre;Supervisor to Manager;;;Femme;Female;0.0;nombre;number;§1.5.1
2020;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Statutaire;Statutory;Cadre;Managers;;;Homme;Male;1672.0;M€;M€;§2.1.1
2020;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Statutaire;Statutory;Cadre;Managers;;;Femme;Female;634.0;M€;M€;§2.1.1
2020;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDI;Permanent non-statutory;Cadre;Managers;;;Homme;Male;42.0;M€;M€;§2.1.1
2020;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDI;Permanent non-statutory;Cadre;Managers;;;Femme;Female;27.0;M€;M€;§2.1.1
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;Execution;Operatives;;;Femme;Female;2797.0;€;€;§2.1.2
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDI;Permanent non-statutory;Execution;Operatives;;;Femme;Female;2498.0;€;€;§2.1.2
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDD;Fixed-term non-statutory;Maitrise;Supervisors;;;Homme;Male;1335.0;€;€;§2.1.2
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;A;;Homme;Male;9937.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;B;B;Homme;Male;7797.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;B;B;Femme;Female;7294.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;C;C;Femme;Female;5606.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;D;D;Femme;Female;4714.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;E;E;Homme;Male;4995.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;G;G;Femme;Female;3345.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;H;H;Femme;Female;2840.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Promotions dans un collège supérieur;Promotions to a Higher Employee Category;Statutaire;Statutory;Exécution vers Maîtrise;Operative to Supervisor;;;Homme;Male;302.0;nombre;number;§1.5.1
2020;EDF SA;France;France;Promotions dans un collège supérieur;Promotions to a Higher Employee Category;Statutaire;Statutory;Exécution vers Maîtrise;Operative to Supervisor;;;Femme;Female;99.0;nombre;number;§1.5.1
2020;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDI;Permanent non-statutory;Execution;Operatives;;;Femme;Female;0.0;M€;M€;§2.1.1
2020;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDD;Fixed-term non-statutory;Maitrise;Supervisors;;;Femme;Female;14.0;M€;M€;§2.1.1
2020;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDD;Fixed-term non-statutory;Execution;Operatives;;;Homme;Male;12.0;M€;M€;§2.1.1
2020;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDD;Fixed-term non-statutory;Execution;Operatives;;;Femme;Female;9.0;M€;M€;§2.1.1
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;Execution;Operatives;;;Homme;Male;3259.0;€;€;§2.1.2
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDI;Permanent non-statutory;Cadre;Managers;;;Homme;Male;11036.0;€;€;§2.1.2
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDD;Fixed-term non-statutory;Cadre;Managers;;;Homme;Male;3274.0;€;€;§2.1.2
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDD;Fixed-term non-statutory;Execution;Operatives;;;Femme;Female;1168.0;€;€;§2.1.2
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;D;D;Homme;Male;5455.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;G;G;Homme;Male;3914.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;H;H;Homme;Male;3352.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;I;I;Femme;Female;3017.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDD;Fixed-term non-statutory;;;sans plage;No classification;Femme;Female;1386.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Promotions dans un collège supérieur;Promotions to a Higher Employee Category;Statutaire;Statutory;Maîtrise vers Cadre;Supervisor to Manager;;;Homme;Male;361.0;nombre;number;§1.5.1
2020;EDF SA;France;France;Promotions dans un collège supérieur;Promotions to a Higher Employee Category;Non statutaire CDI;Permanent non-staturory;Maîtrise vers Cadre;Supervisor to Manager;;;Homme;Male;0.0;nombre;number;§1.5.1
2020;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Statutaire;Statutory;Execution;Operatives;;;Homme;Male;89.0;M€;M€;§2.1.1
2020;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDI;Permanent non-statutory;Execution;Operatives;;;Homme;Male;0.0;M€;M€;§2.1.1
2020;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDD;Fixed-term non-statutory;Cadre;Managers;;;Homme;Male;5.0;M€;M€;§2.1.1
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDI;Permanent non-statutory;Maitrise;Supervisors;;;Femme;Female;3388.0;€;€;§2.1.2
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDI;Permanent non-statutory;Execution;Operatives;;;Homme;Male;3357.0;€;€;§2.1.2
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDD;Fixed-term non-statutory;Maitrise;Supervisors;;;Femme;Female;1384.0;€;€;§2.1.2
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDD;Fixed-term non-statutory;Execution;Operatives;;;Homme;Male;1110.0;€;€;§2.1.2
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;C;C;Homme;Male;6209.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;I;I;Homme;Male;0.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;sans plage;No classification;Homme;Male;7687.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;sans plage;No classification;Femme;Female;6295.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDI;Permanent non-statutory;;;sans plage;No classification;Femme;Female;8569.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDD;Fixed-term non-statutory;;;sans plage;No classification;Homme;Male;1359.0;€;€;§2.1.2.bis
2020;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Statutaire;Statutory;Maitrise;Supervisors;;;Homme;Male;1017.0;M€;M€;§2.1.1
2020;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Statutaire;Statutory;Execution;Operatives;;;Femme;Female;39.0;M€;M€;§2.1.1
2020;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDI;Permanent non-statutory;Maitrise;Supervisors;;;Homme;Male;0.0;M€;M€;§2.1.1
2020;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDD;Fixed-term non-statutory;Cadre;Managers;;;Femme;Female;3.0;M€;M€;§2.1.1
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;Cadre;Managers;;;Femme;Female;6280.0;€;€;§2.1.2
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;Maitrise;Supervisors;;;Femme;Female;3684.0;€;€;§2.1.2
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDI;Permanent non-statutory;Cadre;Managers;;;Femme;Female;8932.0;€;€;§2.1.2
2020;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;A;A;Femme;Female;9035.0;€;€;§2.1.2.bis
2019;EDF SA;France;France;Promotions dans un collège supérieur;Promotions to a Higher Employee Category;Non statutaire CDI;Permanent non-staturory;Maîtrise vers Cadre;Supervisor to Manager;;;Homme;Male;0.0;nombre;number;§1.5.1
2019;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Statutaire;Statutory;Execution;Operatives;;;Homme;Male;97.0;M€;M€;§2.1.1
2019;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Statutaire;Statutory;Execution;Operatives;;;Femme;Female;44.0;M€;M€;§2.1.1
2019;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDI;Permanent non-statutory;Execution;Operatives;;;Femme;Female;0.0;M€;M€;§2.1.1
2019;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDD;Fixed-term non-statutory;Cadre;Managers;;;Homme;Male;4.0;M€;M€;§2.1.1
2019;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;Cadre;Managers;;;Homme;Male;6994.0;€;€;§2.1.2
2019;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDD;Fixed-term non-statutory;Maitrise;Supervisors;;;Homme;Male;1355.0;€;€;§2.1.2
2019;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;C;C;Femme;Female;5549.0;€;€;§2.1.2.bis
2019;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;G;G;Homme;Male;3915.0;€;€;§2.1.2.bis
2019;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;I;I;Femme;Female;2795.0;€;€;§2.1.2.bis
2019;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;sans plage;No classification;Femme;Female;6177.0;€;€;§2.1.2.bis
2019;EDF SA;France;France;Promotions dans un collège supérieur;Promotions to a Higher Employee Category;Statutaire;Statutory;Maîtrise vers Cadre;Supervisor to Manager;;;Homme;Male;446.0;nombre;number;§1.5.1
2019;EDF SA;France;France;Promotions dans un collège supérieur;Promotions to a Higher Employee Category;Statutaire;Statutory;Exécution vers Maîtrise;Operative to Supervisor;;;Homme;Male;339.0;nombre;number;§1.5.1
2019;EDF SA;France;France;Promotions dans un collège supérieur;Promotions to a Higher Employee Category;Non statutaire CDI;Permanent non-staturory;Exécution vers Maîtrise;Operative to Supervisor;;;Femme;Female;0.0;nombre;number;§1.5.1
2019;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDI;Permanent non-statutory;Maitrise;Supervisors;;;Femme;Female;1.0;M€;M€;§2.1.1
2019;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDD;Fixed-term non-statutory;Cadre;Managers;;;Femme;Female;3.0;M€;M€;§2.1.1
2019;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDD;Fixed-term non-statutory;Execution;Operatives;;;Homme;Male;13.0;M€;M€;§2.1.1
2019;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;Cadre;Managers;;;Femme;Female;6216.0;€;€;§2.1.2
2019;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;Maitrise;Supervisors;;;Femme;Female;3647.0;€;€;§2.1.2
2019;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDI;Permanent non-statutory;Cadre;Managers;;;Femme;Female;9213.0;€;€;§2.1.2
2019;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDD;Fixed-term non-statutory;Maitrise;Supervisors;;;Femme;Female;1400.0;€;€;§2.1.2
2019;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Non statutaire CDD;Fixed-term non-statutory;Execution;Operatives;;;Femme;Female;1196.0;€;€;§2.1.2
2019;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;D;D;Femme;Female;4679.0;€;€;§2.1.2.bis
2019;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;F;F;Homme;Male;4190.0;€;€;§2.1.2.bis
2019;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;H;H;Homme;Male;3362.0;€;€;§2.1.2.bis
2019;EDF SA;France;France;Rémunération mensuelle moyenne brute;Average gross monthly salary;Statutaire;Statutory;;;H;H;Femme;Female;2807.0;€;€;§2.1.2.bis
2019;EDF SA;France;France;Promotions dans un collège supérieur;Promotions to a Higher Employee Category;Statutaire;Statutory;Exécution vers Maîtrise;Operative to Supervisor;;;Femme;Female;132.0;nombre;number;§1.5.1
2019;EDF SA;France;France;Promotions dans un collège supérieur;Promotions to a Higher Employee Category;Non statutaire CDI;Permanent non-staturory;Exécution vers Maîtrise;Operative to Supervisor;;;Homme;Male;0.0;nombre;number;§1.5.1
2019;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Statutaire;Statutory;Cadre;Managers;;;Femme;Female;622.0;M€;M€;§2.1.1
2019;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Statutaire;Statutory;Maitrise;Supervisors;;;Homme;Male;1026.0;M€;M€;§2.1.1
2019;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Statutaire;Statutory;Maitrise;Supervisors;;;Femme;Female;331.0;M€;M€;§2.1.1
2019;EDF SA;France;France;Masse salariale annuelle;Annual Payroll;Non statutaire CDI;Permanent non-statutory;Execution;Operatives;;;Homme;Male;0.0;M€;M€;§2.1.1
