Entreprise,Note Ecart rémunération,Note Ecart taux d'augmentation (hors promotion),Note Ecart taux de promotion,Note Ecart taux d'augmentation,Note Retour congé maternité,Note Hautes rémunérations,Note Index
EDF SA,40,20,15,,15,5,95
